"","bc","cc","ec"
"6475521574",8965122,7.22157549267776e-09,0
"6475521575",9535309,7.52011072286995e-09,0
"6475521577",11342912,7.60920848246506e-09,1.59489661209104e-17
"6475521578",9831787,7.65156309960392e-09,3.89460855161407e-18
"6475660983",24603351,8.67784571175593e-09,1.84529670920996e-10
"6477572895",67860,4.4133813644078e-09,2.36676080711477e-17
"6477578210",2908259,6.32420647919902e-09,0
"6477578211",2869613,6.2827719841903e-09,0
"6477578212",2782291,6.2396219620557e-09,0
"6477755312",2337728,5.99741680638253e-09,1.07396745097621e-17
"6483852059",0,6.74422773437337e-09,0
"6483877365",6853785,7.76013209614886e-09,2.33165806344666e-17
"6486279207",1561926,4.13166872082359e-09,1.65201750437518e-17
"6486279211",53295,4.10179202892776e-09,3.22632289343393e-17
"6490857063",2347993,5.87573116615525e-09,0
"6490857072",3403266,6.08491191263126e-09,0
"6490857074",5766252,5.95340310588628e-09,0
"6490857077",3200509,5.96203604378239e-09,0
"6490857078",3024024,5.95303640473649e-09,0
"6490857081",5788497,5.94525717495528e-09,1.23765369914812e-18
"6490857082",3781712,5.90882354610768e-09,4.67605175050779e-18
"6490857686",5517387,5.89949556456719e-09,0
"6490857687",5817638,5.92574782504139e-09,2.70791454447086e-17
"6490857690",3015567,5.91498614157269e-09,0
"6490857691",4841130,5.92322618564862e-09,1.10654040854113e-17
"6490857694",2115865,5.93229881661733e-09,0
"6490857695",6563696,5.93504645728309e-09,1.64197052345228e-18
"6490857696",4805436,5.90965665904056e-09,0
"6490857699",245681,5.90131023507319e-09,0
"6490857700",4505879,5.89890961944832e-09,0
"6490857701",0,5.30863216133501e-09,0
"6498393863",337069,7.23827349885323e-09,0
"6503577808",382376,4.85503263517614e-09,0
"6504509384",235526,7.44633956045398e-09,0
"6506262914",10089980,8.96319126458009e-09,3.94224056728907e-17
"6506262917",10128170,8.72990251299036e-09,0
"6506262918",8560878,8.7455155599279e-09,0
"6506262919",21823536,8.74634449137468e-09,2.22530003277295e-13
"6506262920",65269,8.86281645954066e-09,3.80012565216943e-16
"6506262921",8587902,8.85936920239727e-09,1.01557835029901e-17
"6507268092",4117162,6.3943600296131e-09,0
"6507268093",4049980,6.4074796652954e-09,0
"6507268101",3281896,6.41158244142408e-09,1.45271819549228e-18
"6510292239",67808,4.37158943878119e-09,0
"6511574419",11193270,5.60491155540677e-09,0
"6511574420",10421806,5.60064969756806e-09,0
"6511670452",12811964,7.90909058123848e-09,1.46175059889526e-09
"6511670455",17846059,8.15288712729768e-09,2.1213824277364e-08
"6511670463",14853558,8.22701328104483e-09,0.0106580612100843
"6511670467",18328354,8.16494376544059e-09,3.60775589564857e-06
"6525030649",12288072,6.47676011734727e-09,0
"6525030650",9334839,6.65455044135189e-09,3.90232171947172e-18
"6525516526",201272,6.80254000971017e-09,1.2879496593207e-17
"6525516531",201244,6.74235560482259e-09,4.0575321545637e-18
"6528467744",8864287,5.59048780259047e-09,0
"6528467745",8629622,5.58729183626674e-09,0
"6528467746",9509283,5.59501800715899e-09,0
"6531669481",13736594,6.88820729126144e-09,0
"6532198443",216636,8.37881727618686e-09,7.70370500158986e-15
"6532198445",101788,8.52700461594043e-09,1.02347519624575e-15
"6532198450",0,8.2590779085731e-09,1.73998226687603e-12
"6532198453",204609,8.3061776332208e-09,1.11536391537327e-10
"6535092557",453,4.9777568743209e-09,1.77256381476278e-17
"6539279025",9538867,6.68570952002316e-09,1.3002698595094e-19
"6539279026",20016759,6.57555589461738e-09,3.21550154932704e-17
"6539279028",9788025,6.68803877326129e-09,2.80234992407512e-17
"6539279030",20797785,6.81071058200346e-09,1.01376726076569e-17
"6543327095",1073890,8.24988024704676e-09,0
"6543327097",54907,8.24230583686105e-09,0
"6548270535",216171,7.35634558842291e-09,1.54085344514299e-17
"6548270538",216143,7.25966602165819e-09,1.32479045774242e-17
"6548350080",0,7.32322414571368e-09,2.93857540947116e-17
"6548373695",807843,7.62338741505013e-09,2.53776809617445e-17
"6548581168",170737,7.53178378896094e-09,0
"6548581169",0,7.53446205223205e-09,0
"6548581170",170793,7.54372986761193e-09,0
"6548591295",0,7.27700650053563e-09,0
"6548591296",4488859,7.30812843652287e-09,0
"6548591309",21244,7.02267216880905e-09,0
"6548591312",21272,7.03345933878471e-09,0
"6548591313",87771,7.18528980752233e-09,4.47001036871442e-17
"6548591326",87687,7.08798312044483e-09,4.53869051670557e-17
"6548591327",0,7.35564531370316e-09,1.23342025527368e-17
"6548591329",4590778,7.37947772005346e-09,1.46085914590078e-17
"6549456217",3421967,7.99574484352654e-09,0
"6549902846",0,7.23411316085587e-09,0
"6549902847",127536,7.24952658035507e-09,0
"6549902848",0,7.21996608127292e-09,4.67103423081452e-18
"6550225138",36247556,8.55339311313268e-09,2.08366110618054e-18
"6550225139",17837101,8.54623096363633e-09,0
"6550225142",17780588,8.50965834088718e-09,0
"6550225144",17747391,8.49344986437086e-09,6.44158680814441e-18
"6551266466",362772,5.279892525057e-09,2.30492474508021e-17
"6551350984",178997,5.05016389723399e-09,3.35341658723566e-17
"6551393085",171389,5.08522467713992e-09,6.41821253541601e-18
"6551393093",1153367,5.19197873058055e-09,2.65868143901569e-18
"6551393104",170792,5.20627152397825e-09,7.15455169674362e-17
"6551393125",127363,5.28682009308509e-09,0
"6551393126",42514,5.28311963584369e-09,0
"6551393127",0,5.26971615255015e-09,0
"6551393133",1179611,5.30464291054834e-09,5.95243755995257e-18
"6551393136",48423,5.28341473268122e-09,0
"6551393143",0,4.89374677184889e-09,3.48088360581059e-17
"6551393146",42514,5.0072714624357e-09,0
"6551393155",107649,5.03230714460966e-09,0
"6551393484",42514,5.70335734466536e-09,1.16221640805492e-17
"6551393495",0,5.66811102697153e-09,0
"6551413319",1793606,4.79736281943807e-09,1.71556324237903e-17
"6554636006",174737,8.24867202225534e-09,0
"6554636007",198832,8.27798055455491e-09,0
"6554636008",178294,8.27159612659263e-09,0
"6554636009",208588,8.23602332748517e-09,0
"6554662989",535323,8.6799269028749e-09,6.84087751428822e-18
"6554662994",30204,8.64140282192661e-09,0
"6575397620",6000917,6.2090200789564e-09,1.70598022021718e-17
"6575397621",1144246,6.09379187953079e-09,0
"6575397622",3237428,6.13625954551729e-09,0
"6575397624",8293079,6.13952658137737e-09,0
"6576425503",480872,5.09567355516338e-09,0
"6576425508",855155,5.07916960321295e-09,0
"6576425510",2073159,5.09162139321521e-09,1.71027815584468e-17
"6576425518",0,4.83550620370189e-09,2.71448758593297e-17
"6576425521",0,4.83813975950516e-09,2.18749843251017e-17
"6576425528",85026,4.8704895218674e-09,0
"6576425533",0,4.84540374144167e-09,1.32909622972894e-17
"6576432842",142443,5.6401760586306e-09,2.65424256615187e-17
"6584345681",25776399,7.64993131589128e-09,4.10809074973751e-17
"6584345682",26499646,7.66456444839786e-09,1.01247649056706e-15
"6584345683",22550404,7.66752738917556e-09,7.83642943089589e-18
"6584345684",23046936,7.69027378353508e-09,9.91613785877137e-16
"6584437787",23683054,8.01609895331091e-09,1.04169744110925e-14
"6584437789",23845200,8.04564396914502e-09,1.51468177665666e-16
"6584437790",27931194,8.0562203347373e-09,1.8543769560394e-15
"6584437791",26371312,8.0624509429064e-09,2.48788672183672e-13
"6584437797",31741604,8.2024972115392e-09,2.43638328553577e-12
"6584437802",31254134,8.38658547931627e-09,1.05324533549488e-11
"6584437805",29478123,8.45180894248749e-09,4.09288107629685e-10
"6584437807",31340266,8.43346587111363e-09,8.93534635732994e-11
"6584437813",27292150,8.75471133387049e-09,8.79204381627287e-12
"6584437814",24992020,8.75884313533748e-09,1.57924764460997e-13
"6584437821",25282124,8.89366387865325e-09,6.04040855348411e-16
"6587528298",158167,5.7533147321517e-09,0
"6587528299",0,5.68590969434598e-09,1.6222546103769e-17
"6587528300",141720,5.7903493135907e-09,3.32250709196309e-17
"6587528302",21241,5.80807362495561e-09,2.89836384338678e-17
"6587528303",539068,5.8922162203933e-09,0
"6587528304",0,5.79504917870252e-09,4.52985745635559e-17
"6587528305",490384,5.8850184865834e-09,3.95592289665904e-18
"6587528306",158111,5.72588012594961e-09,0
"6587528307",0,5.66447316108211e-09,1.29272443024251e-17
"6590960064",842259,7.21878772397047e-09,2.46865358786517e-17
"6591432554",289438,4.14472656255115e-09,0
"6592086701",0,8.42540184262773e-09,0
"6592086702",9113586,8.44955004271888e-09,0
"6592086703",20484077,8.44980126554452e-09,3.67640294956237e-17
"6594188979",843987,4.09761552612425e-09,0
"6594188980",885416,4.10056824638583e-09,0
"6594188981",1894817,4.10411580307278e-09,0
"6594654122",987442,5.58045080451236e-09,0
"6594770830",579340,5.73773429116735e-09,0
"6596271071",127065,4.84293749635305e-09,0
"6596271074",89958,4.95438304950274e-09,0
"6596271078",49163,4.92135768839432e-09,3.60419255349774e-17
"6596271079",9563,4.87249307277685e-09,3.95350453582303e-17
"6596279285",63071,4.85036896696244e-09,0
"6597052732",574216,4.08786534497102e-09,0
"6597512754",213333,4.29960884462735e-09,0
"6597512758",330,4.28649998525273e-09,5.26144017650541e-18
"6597512759",86548,4.28801832568572e-09,0
"6597512760",128898,4.29297248222492e-09,0
"6597512764",45718,4.28911278910566e-09,1.68174893573282e-18
"6597512772",86272,4.29751692745492e-09,0
"6597512773",642099,4.32557739669302e-09,0
"6597513674",2305,4.56829747027088e-09,0
"6597513677",2007524,4.56447907626408e-09,3.25007164354636e-17
"6597523627",2174712,4.58199665770921e-09,0
"6601918974",85024,8.48675399080511e-09,0
"6601918976",42514,8.47822275605667e-09,0
"6604819521",38080533,8.72197471411552e-09,1.91853749309528e-17
"6605501605",52695691,8.71945755324815e-09,0
"6616250180",26115839,8.63717747846923e-09,1.01345206605644e-13
"6616559335",107009,3.94408666017411e-09,0
"6616602107",8124160,7.2195661136341e-09,0
"6620331048",17624194,8.51354326556497e-09,2.30994749052336e-07
"6620331050",28914790,8.51553371671208e-09,2.20001392031669e-07
"6620331055",45026663,8.52857034354975e-09,4.80058975025007e-08
"6620331058",20490058,8.51929202169184e-09,7.19115689689091e-10
"6620331059",20779695,8.51668313574505e-09,1.77236683190166e-10
"6620331060",19701337,8.50059906306706e-09,7.22533762737719e-09
"6620331064",19736325,8.45404741206792e-09,3.91917455701484e-09
"6620331066",12894560,8.44693833869242e-09,2.68482285219626e-05
"6620331067",17605311,8.44009577548837e-09,0.00116377568278278
"6620331070",23001688,8.45161735386947e-09,1.61336630630159e-07
"6620331072",45137902,8.55200497732256e-09,9.44738423605771e-07
"6620361089",171825,5.59889556301116e-09,0
"6620530993",14305862,7.96427556032249e-09,9.84848842868385e-12
"6620531001",16199852,7.97099344523343e-09,1.32574734181729e-09
"6620531006",16095082,7.99885340901916e-09,2.60120781593983e-07
"6620531007",14895460,7.88690395741053e-09,2.33894536923282e-11
"6620531012",14956734,7.9147115218264e-09,1.1874329854061e-13
"6620531018",12985903,7.89535311383103e-09,7.47218041386731e-16
"6620531019",14668651,7.89903535206938e-09,0
"6620531024",14629760,7.92205638826621e-09,0
"6620531025",14175635,7.93165034384664e-09,5.78022140070559e-14
"6620540064",17899366,8.37680992267547e-09,3.59302941200498e-17
"6620540065",17280108,8.32331664138465e-09,0
"6620540068",17013946,8.22203214795488e-09,3.75253240411849e-17
"6620540070",16962927,8.26867795290653e-09,2.33811555677267e-18
"6620540072",16964341,8.26732383896462e-09,1.12152835615629e-17
"6620568032",10584199,8.2274034871877e-09,0
"6620568033",26012110,8.26380020998015e-09,0
"6620568034",17941099,8.27454632061754e-09,0
"6620568035",32214098,8.28432654631903e-09,0
"6621336546",21815758,8.82373028850597e-09,8.02865549319724e-15
"6625082621",4684174,8.33747738833472e-09,2.37701062703044e-17
"6625082622",4773644,8.40431048267819e-09,0
"6625082624",15023350,8.72815312836664e-09,1.64937903880023e-17
"6628504856",26508145,8.4728425280789e-09,0
"6632294891",20250,7.44354121271734e-09,0
"6632294892",11535533,7.46384149082217e-09,0
"6632294893",9055177,7.45245598052894e-09,0
"6633168777",550271,5.28565430840051e-09,0
"6633168778",357526,5.19404454289091e-09,0
"6633393929",4260359,6.36013990996714e-09,0
"6637238772",2000621,6.42452155214605e-09,2.1763607861599e-17
"6637238782",85026,6.36626261208671e-09,0
"6637239687",0,6.28507617806697e-09,2.91542330236033e-17
"6637239689",0,6.33010057409214e-09,3.62860377742739e-18
"6637870685",840598,8.21467920159797e-09,1.29052260344644e-17
"6640959115",0,5.65505500032003e-09,6.29247522154829e-17
"6640959135",85026,5.82962495702961e-09,0
"6644790062",0,0.0987205812667825,0
"6660703082",0,4.52513376608804e-09,0
"6661254755",26059168,8.57770687734448e-09,2.97033263580409e-10
"6665083737",20597295,9.02766882871817e-09,2.68259061091176e-17
"6665117708",49830457,8.71735675894856e-09,0
"6665117709",18215824,8.70441536997521e-09,0
"6665117725",16902184,8.64937408787915e-09,3.55712064492131e-17
"6665117727",17035863,8.69137680675871e-09,0
"6665117728",52419535,8.70608284053401e-09,8.79361462406042e-18
"6665327699",32252062,8.86500263116523e-09,3.78463022731614e-17
"6665327701",29984927,8.87937290779158e-09,2.3812751547092e-17
"6665327702",30018791,8.89316762564778e-09,1.1189224527431e-17
"6665327703",29551609,8.93654209650013e-09,3.51878343235159e-17
"6665328520",31279804,8.97828838539337e-09,8.93372667784501e-17
"6665328521",28383482,8.96403299383585e-09,3.20039548418421e-17
"6665582267",21428221,9.04537797474807e-09,0
"6665582269",20508677,8.89651708070488e-09,0
"6669702631",2767695,6.04402493558387e-09,0
"6691255611",42154,3.96910153744447e-09,8.77341619044497e-18
"6691255619",1554,3.95369654742061e-09,2.61048215324442e-17
"6691255629",2858,3.9901658750876e-09,2.74052931689678e-17
"6691255647",632551,3.96510970126815e-09,1.53755868961924e-17
"6691255668",6289,3.96548685776103e-09,0
"6691255771",1629,3.96062177169539e-09,0
"6691255772",393192,3.96245182729164e-09,1.42135888960904e-18
"6691255827",43035,3.94048812134301e-09,0
"6691256135",381994,5.38699872392307e-09,2.28944942355209e-17
"6691256147",1517466,5.43105800172696e-09,2.47620692801806e-17
"6691302309",0,4.31522739561909e-09,0
"6691302311",106485,4.34919271722083e-09,0
"6691329614",3814610,4.82447013599867e-09,2.94639861889765e-18
"6691329620",74799,4.824154525234e-09,1.46202842994219e-17
"6691329624",69129,4.4283573336012e-09,0
"6691329634",0,4.43405663521631e-09,0
"6691329635",43057,4.43762117592774e-09,0
"6691329637",244730,4.44962826415113e-09,0
"6691329647",155241,4.40156385972876e-09,0
"6691329650",0,4.38434946176084e-09,0
"6691329651",109658,4.39582229157322e-09,0
"6691329657",3530443,4.5114826221202e-09,0
"6691329672",27423,4.36678639054795e-09,4.61757690257547e-17
"6691329673",0,4.10192328619394e-09,0
"6691329674",136495,4.10460217969162e-09,0
"6691329681",0,4.20687223886081e-09,0
"6691336590",125810,4.10267967772818e-09,0
"6695173156",9585285,7.31278895105639e-09,0
"6698878399",11778301,4.9439857541292e-09,0
"6698878400",26905,4.94040321599056e-09,0
"6698878401",64635,4.93559671931161e-09,0
"6705097206",174973,5.9887884707604e-09,0
"6708017571",36422702,8.64449462876436e-09,2.70296422894327e-17
"6708017573",13634782,7.89513090665739e-09,0
"6708017575",179007,4.06352673367854e-09,1.04816284668115e-17
"6708017583",10171284,8.70783591847428e-09,0
"6712231535",569331,5.67107264307407e-09,2.59267221603231e-17
"6712992093",540601,5.85164611160411e-09,1.14278165092725e-17
"6712992094",500544,5.59490142743284e-09,0
"6719089489",1490965,6.60954954158077e-09,3.07488522100804e-17
"6721844865",174945,5.9639558907668e-09,8.40069313227044e-18
"6721864042",472677,7.18112930989441e-09,7.2148958886605e-18
"6723123223",0,4.10310355021261e-09,0
"6723227092",42,0.000678915628029177,1.70697875394299e-17
"6723227093",26,0.000643567776647919,0
"6723227094",0,0.000600430795165537,0
"6726343499",24380,6.52796851117542e-09,0
"6726703841",7060689,7.39930234797259e-09,0
"6726703843",8325512,7.38509344451172e-09,1.60513648729371e-17
"6726703846",6078679,7.19838719479762e-09,0
"6732060439",0,5.93253991499093e-09,0
"6732060440",705112,5.9381869061172e-09,0
"6732060448",0,5.98565087560191e-09,0
"6732060449",0,5.98946982901164e-09,0
"6732060452",85026,5.99792279738948e-09,0
"6736481995",10578508,7.28450804555763e-09,0
"6736492392",7148946,7.27438197980621e-09,0
"6736492393",14171283,7.27642574644344e-09,4.29139909113967e-18
"6736492394",7273036,7.29021436995441e-09,1.20591291450786e-17
"6736492395",13215087,7.29279087197673e-09,0
"6750576057",489241,5.96986457671715e-09,2.23418120678032e-17
"6750576079",2649558,6.22473693249094e-09,7.535591122409e-18
"6750577085",526592,5.99030527243358e-09,1.22456214580613e-17
"6750577095",21245,0.0160952570361366,0
"6750577096",170670,5.93837730571367e-09,1.01659527576629e-17
"6752007791",0,7.95792714206313e-09,0
"6752007794",144135,8.00758393168763e-09,0
"6752716727",1444234,7.17435932324784e-09,0
"6752716728",1730671,7.21204829616559e-09,0
"6752716729",577807,7.37735206270541e-09,0
"6752716730",8187052,7.37783895395843e-09,0
"6752716731",7169117,7.39109781545161e-09,2.56850562445509e-17
"6752716732",9569919,7.55707426124506e-09,0
"6752716733",9485991,7.482403873456e-09,0
"6760443696",427872,5.51772247566809e-09,0
"6760443697",546008,5.63467171456187e-09,0
"6760443698",757184,5.63750805493966e-09,5.05976894798516e-18
"6760443699",3990817,5.66714881989014e-09,0
"6762253863",3219650,7.66237287792141e-09,7.43228466955752e-18
"6762253864",13322650,7.66888091526401e-09,3.58500783498937e-17
"6765678598",84996,7.7396930947636e-09,0
"6765678600",0,7.7284750584763e-09,0
"6768938075",25387903,8.77666104043313e-09,3.77492542396098e-15
"6768938076",34366266,8.27962826270492e-09,1.16643342156003e-12
"6770365525",397411,6.05799661400008e-09,2.38765117127327e-17
"6770365526",0,5.8830623719755e-09,0
"6770710995",0,6.07180031532303e-09,2.99799511301336e-18
"6773930240",67527,4.23574316277262e-09,0
"6773958047",987909,4.16173002278167e-09,0
"6773958048",905042,4.15668649706365e-09,0
"6774171379",283908,5.26380216144692e-09,0
"6776739660",4056838,7.12855169860042e-09,2.34963325372809e-17
"6776739662",11507707,7.48985867419341e-09,0
"6776739663",8464281,7.48572726957503e-09,0
"6776739668",4139467,7.31866668570692e-09,5.65553849680308e-18
"6776739669",4206330,7.23337160773389e-09,0
"6777913395",16388920,8.45372681701912e-09,0
"6781492247",9866598,8.0791695559056e-09,0
"6781539309",3496182,8.43498650625984e-09,0
"6782139928",0,0.00641740111683315,6.09727620910837e-19
"6782139939",0,0.00563618303256406,7.47564348563426e-18
"6782139940",6,0.009981195427814,0
"6782199994",66405,7.38721354382168e-09,1.90287712011201e-17
"6782199999",111988,7.51081499699047e-09,2.11741218573084e-17
"6782312022",1130208,5.75642330441466e-09,2.12289646368473e-17
"6782312023",0,5.71786397321265e-09,0
"6782326758",188494,6.82835648856673e-09,0
"6784714132",1491117,4.27765692339872e-09,0
"6784714138",18142,4.28893814406468e-09,3.48880248071609e-18
"6784714143",101259,4.29621619817443e-09,0
"6784714184",6133,4.29984738982207e-09,0
"6784714193",17149,4.29798712027268e-09,0
"6787548310",16362669,7.45438024052923e-09,2.2791790246571e-16
"6787724461",347835,4.34874633913231e-09,2.42188382194775e-17
"6787724462",39288,4.34602422780294e-09,0
"6790797591",15542652,8.39584197002352e-09,0.156337985354314
"6792141425",90826,6.02239721074513e-09,5.41579328580542e-17
"6792141431",2548158,6.11692165593308e-09,0
"6794728563",0,0.0411739991794845,0
"6794728565",0,0.0411739991794845,0
"6796566259",0,6.00441669904482e-09,6.41623202610483e-17
"6797471276",8020639,7.57534102175377e-09,0
"6799720148",2160509,7.17533879707958e-09,1.0482782554265e-17
"6801637877",0,7.58262761333546e-09,0
"6804926127",2193945,7.93022482387842e-09,1.44657185995114e-16
"6804926128",2198615,7.89116919458605e-09,2.61864363221698e-09
"6804932967",23279355,8.96687670299296e-09,7.12452849939805e-15
"6807716513",1373441,6.97870562010491e-09,1.52692559031629e-17
"6807716517",108718,6.84578045788868e-09,2.20373280299802e-18
"6812068737",120291,6.06965621608801e-09,8.81013592391748e-18
"6812154368",830352,4.09283169235259e-09,0
"6815598158",33284,7.09079366272897e-09,0
"6815598161",33312,7.12963001257148e-09,0
"6819139857",0,5.08644397529537e-09,0
"6819139858",0,5.08634324645256e-09,0
"6819429581",56825,8.26649279803713e-09,3.08445066182858e-17
"6827766938",54048,8.25426187651265e-09,5.26794929705402e-18
"6828182415",1690103,6.80407524754659e-09,0
"6828182416",74512,6.81065404928534e-09,0
"6828182417",2406345,6.76899895617739e-09,2.02944226153363e-17
"6828182418",16250886,6.70833192786334e-09,3.85656758747651e-17
"6828182421",2479442,6.65482257458598e-09,7.50359706474853e-18
"6830740167",471976,6.21263775480463e-09,0
"6830740168",587103,6.22432429970549e-09,0
"6833338704",713152,4.98482840154188e-09,0
"6837392305",189416,4.1983481764602e-09,0
"6837898397",1655773,7.07363391093413e-09,0
"6837898400",1655745,7.04697609857056e-09,0
"6840754136",3,0.00260605169206079,0
"6840754138",21248,0.00239462090702243,0
"6841431086",148768,5.50497482705207e-09,0
"6841435693",106264,5.47439398633267e-09,0
"6842691284",0,7.87757047704347e-09,4.26376926228973e-17
"6842730585",5199017,7.88484634897548e-09,0
"6842730587",0,7.86927367465057e-09,0
"6844649006",436272,6.84944933497744e-09,3.39882862544289e-18
"6845095513",5170163,6.93191638620032e-09,0
"6845095514",5626699,6.93622223374292e-09,0
"6845095517",4601588,6.94490458065631e-09,0
"6845095520",2945425,6.95053858703573e-09,0
"6845095522",2074491,6.94305316807533e-09,0
"6850876676",1353980,5.55523323526784e-09,2.31711737191531e-17
"6850876684",87584,5.53073933310672e-09,2.27392094743297e-17
"6850887088",0,5.51842095275723e-09,0
"6850887089",0,5.66515670822376e-09,0
"6851310857",152775,8.4127265676084e-09,1.14846392302628e-12
"6851541495",20523496,8.2844287948152e-09,0
"6851661051",4676622,7.52303640823919e-09,3.17743820486808e-18
"6851661052",0,7.44570088124113e-09,6.21065944276578e-18
"6851661067",4802170,7.62863176491826e-09,1.52634704787305e-17
"6851661069",0,7.43709493892362e-09,5.79040287145602e-18
"6851661070",0,7.54529451828506e-09,5.31645974834468e-18
"6855113850",3868830,7.71626425636466e-09,1.80090399246223e-17
"6857200918",85024,7.12071330197642e-09,0
"6857200935",0,7.11370815102822e-09,0
"6857200938",0,7.11126035901182e-09,0
"6857200945",313634,7.15160290358932e-09,1.2436175694268e-18
"6858311799",899252,5.48567624070306e-09,0
"6864713657",5249906,6.94172962632541e-09,0
"6864713659",0,7.11819391193357e-09,0
"6864713664",6000765,7.14202540718056e-09,0
"6864894894",902533,7.77818914870193e-09,5.58376694402943e-18
"6864894895",1600853,7.77330923164889e-09,5.38262823434239e-18
"6864916526",0,7.70964542206908e-09,0
"6864916527",0,7.70496856055222e-09,0
"6865906148",49474,6.09814724496609e-09,0
"6865928552",2437815,6.10497317045522e-09,0
"6865979437",257100,5.9128333027993e-09,0
"6866290698",109832,6.05148606422739e-09,0
"6866318492",212574,6.03611300905748e-09,1.04736635269319e-17
"6866884786",17737027,8.65713354803095e-09,3.12805780955722e-17
"6867079927",275832,6.1957128740243e-09,2.16809722588802e-17
"6867489635",118899,7.25213699573647e-09,0
"6868536681",9713643,8.03968085379861e-09,6.21536444393016e-18
"6868536683",1024480,7.91024601378503e-09,1.34106101352964e-17
"6869909158",461046,6.11605558331951e-09,0
"6869909162",0,6.0818993489467e-09,1.31918589167277e-18
"6869909346",1005650,6.15340915851947e-09,0
"6869909347",20933727,6.16587865787651e-09,0
"6869909351",0,6.09890218079124e-09,1.68154200883149e-17
"6870825579",220384,5.77080948617902e-09,0
"6870905985",493287,5.60154890593430e-09,0
"6871098568",0,5.40554221393431e-09,0
"6878491263",236631,4.80138396833226e-09,0
"6878491266",71228,4.67721168207278e-09,0
"6878491276",186142,4.49621453633561e-09,0
"6878491277",631670,4.49531133047175e-09,0
"6878491282",542323,4.48376530532294e-09,1.47092049425588e-17
"6878500102",132586,4.41398872800265e-09,0
"6878500152",565793,4.24570758221888e-09,6.07841697495272e-18
"6878500164",864991,4.25566044742205e-09,0
"6878500194",459140,4.13562395477407e-09,0
"6878500200",519158,4.13840243841619e-09,0
"6878500206",190053,4.09476104875997e-09,1.02191029426214e-17
"6878678370",2199290,5.08476338988729e-09,0
"6880989703",13497276,8.09000149209195e-09,0
"6885054160",0,7.53661799377279e-09,2.86851813298709e-17
"6885054162",85026,7.64402751586e-09,0
"6888381050",1101195,6.22747671950248e-09,0
"6892173205",7453148,7.18784578617955e-09,5.35650224418229e-18
"6892173206",5846429,7.18849739646599e-09,1.66062045211833e-17
"6892173207",11210302,7.19418832683631e-09,3.48687992883743e-17
"6892173225",5077,7.10347343860695e-09,4.54171166314132e-18
"6892173226",9120360,7.11070555160974e-09,3.89404800175406e-18
"6901254246",21260415,6.22700943318168e-09,4.63159155226579e-17
"6902633549",60858,4.03229026538959e-09,0
"6904813615",19478160,8.52691411202226e-09,8.35098757366696e-18
"6906614913",4498818,8.04525766054717e-09,7.28095707721702e-18
"6906736976",1564231,8.12262120019706e-09,1.74933972676835e-17
"6906736979",0,8.10679456442359e-09,9.19242678361253e-18
"6906762917",1979443,8.26911265403338e-09,0
"6906762921",2663344,8.2603324222614e-09,2.64676033648322e-17
"6906762926",2325338,8.2444124635096e-09,0
"6906762927",2099000,8.21266249047332e-09,2.40936792235518e-18
"6906762928",1707532,8.1896914222468e-09,0
"6919288684",0,5.83342679719393e-09,0
"6924714327",1981899,8.27363962924661e-09,9.16719700545813e-18
"6928032861",0,0.204800524289342,0
"6932803059",4265351,7.31208566399267e-09,0
"6932803060",193790,7.33488850139086e-09,0
"6932803064",5922969,7.29925465424998e-09,4.59938350237998e-20
"6932803065",7278637,7.30572706616063e-09,0
"6932803066",7278609,7.26428630399364e-09,1.27694427714537e-17
"6932803069",7689705,7.24312002488727e-09,0
"6932803070",7745897,7.23949311159219e-09,0
"6943686703",2715962,5.56255317973536e-09,0
"6943686706",1571805,5.58029360238426e-09,0
"6944525700",0,0.0960002457606292,0
"6944525733",0,0.0960002457606292,0
"6945741623",73584,4.91539740767591e-09,0
"6945741626",855309,5.06278737620148e-09,2.70581582797852e-17
"6945741628",89564,5.05719137380334e-09,1.29549863906085e-18
"6945741630",35215,5.05231783047823e-09,0
"6953649861",211390,5.9699521454448e-09,1.90924553279111e-18
"6953649863",4483524,5.89229029647534e-09,0
"6953649864",179469,5.85023743721392e-09,0
"6953649865",684054,5.96631982687081e-09,0
"6953649866",208768,5.96948080271828e-09,0
"6953649867",664920,5.96196054791272e-09,0
"6953649868",2172219,5.95825967633839e-09,0
"6953649870",6513501,5.93766256245983e-09,0
"6953649872",2250019,5.8737687051646e-09,8.85212641338072e-19
"6953817445",496903,6.053076556688e-09,0
"6953817446",578780,6.05936138390520e-09,0
"6954105209",0,6.40518937529647e-09,0
"6954105217",0,6.53489386274218e-09,0
"6954105218",0,6.29500622989728e-09,0
"6954105220",0,6.37159870373816e-09,6.84249521293327e-17
"6954444988",232623,6.61039501670667e-09,0
"6954954536",3171650,6.69622023573056e-09,6.93881099062974e-17
"6956196368",321724,5.59190776762259e-09,0
"6958029660",3868101,8.45252142075532e-09,1.39538330198183e-17
"6958036618",3599379,7.07822079064459e-09,1.25483933524246e-17
"6960580664",164030,7.3219008702586e-09,1.87412087780086e-17
"6960580665",6795636,7.32918098914451e-09,3.8156061816755e-17
"6967198236",0,5.88525132850737e-09,0
"6970129933",5001378,6.43899943008325e-09,0
"6970129936",3713985,6.36913842618817e-09,2.80117004991492e-17
"6970129939",3875066,6.24372095198665e-09,0
"6970129940",3395943,6.15336997505204e-09,2.72760578097088e-17
"6973304824",14684843,7.2180547165779e-09,3.41885068670469e-18
