"","u","v"
"12267","1455499089","382038"
"12268","1455499092","1455499102"
"12269","1455499092","382038"
"12270","1455771824","259273637"
"12271","1455771826","913551491"
"12272","1455771826","268220967"
"12273","1455773025","14956517"
"12274","1457807652","3534035622"
"12275","1458850776","429173680"
"12276","1461078924","7931421785"
"12277","1461082743","148726565"
"12278","1461082743","667363202"
"12279","1461082745","2295302543"
"12280","1461333064","6145448582"
"12281","1461890809","9156043521"
"12282","1464012861","4548929281"
"12283","1464863115","356436294"
"12284","1470710857","2624139237"
"12285","1470710857","2624145630"
"12286","1470773160","641377068"
"12287","1471218184","249581621"
"12288","1471218186","1471218188"
"12289","1471218188","8818774087"
"12290","1477672236","6708017573"
"12291","1481263033","24958732"
"12292","1482296192","94225825"
"12293","1482296197","94225825"
"12294","1482567384","1482567393"
"12295","1482567384","2358985100"
"12296","1482567392","1581702111"
"12297","1482567393","1775183383"
"12298","1482567394","1482567400"
"12299","1482567396","1482567402"
"12300","1482567400","1482567392"
"12301","1482567402","1482567385"
"12302","1482567404","6549902847"
"12303","1482567405","1482567392"
"12304","1482577103","276661270"
"12305","1482577121","1627096882"
"12306","1482577183","4009156590"
"12307","1484054992","1484055008"
"12308","1484055008","251851353"
"12309","1484630045","94250378"
"12310","1484630050","94250558"
"12311","1489177507","952053012"
"12312","1489725277","1736756735"
"12313","1489725286","1489725277"
"12314","1489725289","1489725285"
"12315","1490138891","4548929281"
"12316","1490138917","4548929281"
"12317","1490139536","130071110"
"12318","1490139542","268233245"
"12319","1490139542","2635358730"
"12320","1491748909","7161208623"
"12321","1491748911","1491748924"
"12322","1491748919","1491748926"
"12323","1491748924","1491748926"
"12324","1491748925","1491748919"
"12325","1491748926","1491748909"
"12326","1491748926","1491748923"
"12327","1491748939","4371261517"
"12328","1491748939","4371261553"
"12329","1491748941","5530426064"
"12330","1496479817","1827398125"
"12331","1497533919","1497533920"
"12332","1497533920","253318760"
"12333","1498503761","1711844968"
"12334","1499029745","6604819521"
"12335","1502899146","3287262149"
"12336","1502899153","1502899150"
"12337","1502899153","4565173275"
"12338","1502899155","7233154215"
"12339","1502899155","1502899146"
"12340","1502899157","1502899153"
"12341","1503278429","4958548518"
"12342","1503278598","4955856167"
"12343","1507406839","94236058"
"12344","1509898499","9126098611"
"12345","1512964482","393803340"
"12346","1514169053","2689387436"
"12347","1515926964","9532630920"
"12348","1515926967","1515926964"
"12349","1515926976","1515926967"
"12350","1515926977","1515926976"
"12351","1516309676","340848612"
"12352","1516309678","267571749"
"12353","1516309684","8856746294"
"12354","1516309685","1774648398"
"12355","1516309686","1516309684"
"12356","1516309694","499645277"
"12357","1516309695","1774660835"
"12358","1516309701","1516309678"
"12359","1516309702","6379464525"
"12360","1517499236","1388522534"
"12361","1519498106","1519498112"
"12362","1519498112","94219427"
"12363","1521054373","27180810"
"12364","1521054496","1188363311"
"12365","1522361499","6368984236"
"12366","1522361509","4100072617"
"12367","1522361509","94201292"
"12368","1524853515","34817757"
"12369","1524853515","305339473"
"12370","1524865855","296970560"
"12371","1528112775","5235125970"
"12372","1528112775","25034649"
"12373","1528113317","247431480"
"12374","1528207179","332037239"
"12375","1528207191","290757022"
"12376","1528207257","1528207235"
"12377","1534524018","25625939"
"12378","1534524025","1534524018"
"12379","1538805514","417624301"
"12380","1543414778","382016"
"12381","1543414796","506311709"
"12382","1543414796","1543414891"
"12383","1543414891","8862037289"
"12384","1544038078","15435271"
"12385","1544038078","1544038045"
"12386","1546090283","429173678"
"12387","1549569384","27235502"
"12388","1549569890","21660969"
"12389","1549569948","1549569890"
"12390","1555362908","3806246460"
"12391","1555362964","1555362908"
"12392","1555391445","1570778727"
"12393","1555391480","568180673"
"12394","1558561966","6015194640"
"12395","1568010076","259288372"
"12396","1568076260","652025876"
"12397","1568090326","94165798"
"12398","1568090345","665070940"
"12399","1568090351","327046138"
"12400","1570778442","5530426102"
"12401","1570778591","1570778442"
"12402","1570778727","1570778591"
"12403","1570838596","6691329614"
"12404","1570838636","417307784"
"12405","1570838995","417524762"
"12406","1570839372","1570839374"
"12407","1570839374","8856746307"
"12408","1570839375","1570839374"
"12409","1577486292","94153952"
"12410","1577984874","96115614"
"12411","1579623649","1732756164"
"12412","1579730409","332495930"
"12413","1579730410","1579730409"
"12414","1581702111","1482567402"
"12415","1581705974","1581705975"
"12416","1581705975","1482567394"
"12417","1581705982","1581705975"
"12418","1582906166","300036566"
"12419","1585999238","7006834851"
"12420","1585999238","122628005"
"12421","1587146542","1801788607"
"12422","1588595435","8284254422"
"12423","1588595442","1588595435"
"12424","1589313143","1589313139"
"12425","1589313146","1589313143"
"12426","1589313148","1589313143"
"12427","1589313151","1589313148"
"12428","1589313155","1589313148"
"12429","1589313155","1589313140"
"12430","1589313158","1589313155"
"12431","1589313163","9219732996"
"12432","1599725214","1841593354"
"12433","1601341926","94166688"
"12434","1601376819","2843815201"
"12435","1604134429","94210394"
"12436","1604134430","6974239193"
"12437","1605722607","249624218"
"12438","1605722610","1903022224"
"12439","1607512749","180296154"
"12440","1607512758","5448683593"
"12441","1607512761","2386426178"
"12442","1607512761","5766293591"
"12443","1607512763","1607512755"
"12444","1607512764","1607512759"
"12445","1607512775","1607512750"
"12446","1615735587","5924321127"
"12447","1615735603","1615735588"
"12448","1616148268","1616148267"
"12449","1616148269","1616148267"
"12450","1616148270","5678437189"
"12451","1616148291","5678437189"
"12452","1617709815","34909841"
"12453","1617709825","5647775594"
"12454","1619521185","1619521207"
"12455","1620828843","2295723930"
"12456","1625835363","1538805514"
"12457","1625967674","1922639710"
"12458","1626958053","702946034"
"12459","1626958061","702946037"
"12460","1626975533","203338595"
"12461","1627079089","5613554174"
"12462","1627079096","2034486347"
"12463","1627096850","1640661917"
"12464","1627472390","1635177603"
"12465","1627472407","243896272"
"12466","1627485421","1627485505"
"12467","1627485505","1627079096"
"12468","1627531270","243892645"
"12469","1630463677","246264611"
"12470","1630580980","1630580996"
"12471","1630581002","1630581007"
"12472","1631336631","2473739079"
"12473","1631798987","2464515297"
"12474","1631798993","258152101"
"12475","1631799146","1631799178"
"12476","1631799178","1631799241"
"12477","1631799241","4380263149"
"12478","1631799245","1631799178"
"12479","1631799305","4380263149"
"12480","1631799305","3029666628"
"12481","1631799407","1631799178"
"12482","1631799453","1631799245"
"12483","1635165515","1827397856"
"12484","1635165526","243896354"
"12485","1635177603","1635177609"
"12486","1635177609","1658993946"
"12487","1635179342","1635179349"
"12488","1635179349","1827398239"
"12489","1640661831","1640661853"
"12490","1640661853","1640661866"
"12491","1640661866","1635179342"
"12492","1640661917","1658993957"
"12493","1643489686","2850587354"
"12494","1650397377","1650397391"
"12495","1650397381","637680806"
"12496","1650397384","1650397381"
"12497","1650397391","2268003733"
"12498","1650397395","1650397384"
"12499","1650397397","1650397395"
"12500","1651614404","1651614438"
"12501","1651614409","1651614494"
"12502","1651614409","7555628973"
"12503","1651614432","367997"
"12504","1651614438","473827243"
"12505","1651614448","123532977"
"12506","1651614492","390248"
"12507","1651614492","1651614474"
"12508","1651629102","1767757740"
"12509","1651629113","1651629102"
"12510","1654209382","277541115"
"12511","1658992741","1627096850"
"12512","1658992741","1482577121"
"12513","1658993946","1658993956"
"12514","1658993956","1658993957"
"12515","1658993957","1250457986"
"12516","1658998794","1658998796"
"12517","1658998796","7508731936"
"12518","1658998810","1658998813"
"12519","1658998813","1640661831"
"12520","1658998814","1658998813"
"12521","1659448463","1659448474"
"12522","1659448470","432827709"
"12523","1659448474","2320517715"
"12524","1659448476","2720107834"
"12525","1659448481","2720107874"
"12526","1659448482","2320517716"
"12527","1659448483","2720107859"
"12528","1659448488","2320517719"
"12529","1659448493","2320517717"
"12530","1659448497","24909838"
"12531","1659448502","2813796741"
"12532","1659448505","1088437014"
"12533","1660683134","243897412"
"12534","1660683189","1990831309"
"12535","1660683189","1660683164"
"12536","1662201483","1662201480"
"12537","1664142324","3404603559"
"12538","1664142351","2624145627"
"12539","1666065928","94166880"
"12540","1666065941","4700937589"
"12541","1666520351","7038006835"
"12542","1666520351","15859525"
"12543","1666520409","792971"
"12544","1666520418","8093259539"
"12545","1666520418","8187983074"
"12546","1666520429","8187983019"
"12547","1666520429","262468547"
"12548","1666520431","382051"
"12549","1666564718","3711086708"
"12550","1666564768","6475521574"
"12551","1666650590","8205219150"
"12552","1668389195","123246622"
"12553","1672405264","94132143"
"12554","1672622381","2721076934"
"12555","1672622389","1672622381"
"12556","1672622397","1672622381"
"12557","1672622472","2812206958"
"12558","1672622472","3718879290"
"12559","1673531282","1089076147"
"12560","1673531283","418395556"
"12561","1673531284","268228514"
"12562","1673951956","1673951987"
"12563","1673951972","1673951991"
"12564","1673951972","1673951981"
"12565","1673951981","1673951956"
"12566","1673951987","24911609"
"12567","1675158635","1835516132"
"12568","1675158636","1675158635"
"12569","1675171411","277542387"
"12570","1678327130","5571197216"
"12571","1678327149","1678327130"
"12572","1678327149","4007721852"
"12573","1678327193","1678327195"
"12574","1678327195","5571197197"
"12575","1678327200","1678327195"
"12576","1678327200","1678327213"
"12577","1678327318","6090758486"
"12578","1678327319","267564576"
"12579","1678472913","958325622"
"12580","1678472915","958325622"
"12581","1678958082","3964119499"
"12582","1678965868","269269937"
"12583","1678965880","269269939"
"12584","1678965880","4371265061"
"12585","1682456745","382054"
"12586","1682456745","1682456727"
"12587","1686421260","1686421273"
"12588","1686421262","1686421273"
"12589","1686421262","36469532"
"12590","1687781338","1687781347"
"12591","1687781342","1687781377"
"12592","1687781343","1687781347"
"12593","1687781347","5551438287"
"12594","1687781352","1687781364"
"12595","1687781364","1687781377"
"12596","1687781377","139257828"
"12597","1687781412","1687781411"
"12598","1687781420","5551438288"
"12599","1687781421","5551438287"
"12600","1696307000","3101579684"
"12601","1696307023","1721761186"
"12602","1696320027","2036281310"
"12603","1696320082","340841231"
"12604","1697384121","1697384190"
"12605","1697384123","5593849606"
"12606","1697384152","1825834647"
"12607","1697384158","3756424996"
"12608","1697384164","1700238545"
"12609","1697384168","1697384295"
"12610","1697384168","1697384292"
"12611","1697384190","6138182372"
"12612","1697384258","6138182372"
"12613","1697384292","1697384152"
"12614","1697384317","1697384164"
"12615","1697384317","1825834644"
"12616","1697384372","1697384158"
"12617","1699579672","1476820627"
"12618","1699579672","1699579728"
"12619","1699579706","1699579672"
"12620","1699822662","1699822664"
"12621","1699822664","1699822678"
"12622","1699822664","4488707919"
"12623","1699822673","1699822677"
"12624","1699822677","1699822680"
"12625","1699822678","1699822686"
"12626","1699822680","1699822686"
"12627","1699822686","512060123"
"12628","1699822697","5420343620"
"12629","1699822719","1699822748"
"12630","1699822748","1699822782"
"12631","1699822754","1699822719"
"12632","1699822782","512060141"
"12633","1699822788","417634694"
"12634","1699822798","1699822788"
"12635","1699822834","1699822840"
"12636","1699822840","271458730"
"12637","1699822842","1699822914"
"12638","1699822842","417025014"
"12639","1699822883","512060129"
"12640","1699822914","4025386876"
"12641","1699822927","271458730"
"12642","1699822931","1699822948"
"12643","1699822948","1699822914"
"12644","1699823002","271458727"
"12645","1699823017","3969045152"
"12646","1699823041","1699823087"
"12647","1699823041","1699823017"
"12648","1699823070","1699823002"
"12649","1699823078","1699823070"
"12650","1699823116","1699823070"
"12651","1699823125","967317422"
"12652","1699823137","512050287"
"12653","1699823191","1699823137"
"12654","1699823341","357495396"
"12655","1699823341","1699823413"
"12656","1699823493","271465284"
"12657","1699823538","5548885768"
"12658","1699823664","7553524263"
"12659","1699823699","271465283"
"12660","1699823723","5536695214"
"12661","1699823759","5536695214"
"12662","1699823760","271465286"
"12663","1699823763","271465284"
"12664","1699823774","1699823759"
"12665","1699823803","1699823763"
"12666","1699823826","1699823774"
"12667","1699823902","1699823994"
"12668","1699823902","271465286"
"12669","1699823949","4492356282"
"12670","1699823967","271458719"
"12671","1699823978","1699824035"
"12672","1699823991","1699823967"
"12673","1699823994","512050389"
"12674","1699824031","1699823978"
"12675","1699824035","1699824124"
"12676","1699824039","1699824035"
"12677","1699824093","5548885814"
"12678","1699824124","271465464"
"12679","1699824138","1699824267"
"12680","1699824201","1699824229"
"12681","1699824229","512050390"
"12682","1699824415","271465464"
"12683","1699824468","512050336"
"12684","1699824468","1699824267"
"12685","1699824494","4523634047"
"12686","1699824521","4492400734"
"12687","1699824548","1699824521"
"12688","1699824554","271465381"
"12689","1699824671","271465677"
"12690","1699824696","4065408143"
"12691","1699824696","7358134334"
"12692","1699824773","966817741"
"12693","1699824833","5548885935"
"12694","1699824908","6400539749"
"12695","1699825357","4171947807"
"12696","1699825495","7302430599"
"12697","1699825536","512050405"
"12698","1699825591","1699825536"
"12699","1699825615","2499759258"
"12700","1699825615","1699825897"
"12701","1699825615","417045488"
"12702","1699825652","1699825591"
"12703","1699825833","1699825991"
"12704","1699825846","1699825991"
"12705","1699825878","1699825912"
"12706","1699825912","1699825652"
"12707","1699825991","2499776003"
"12708","1699826043","2499776035"
"12709","1699826059","5589093144"
"12710","1699826059","2499776003"
"12711","1699826070","1699826074"
"12712","1699826074","2499712724"
"12713","1700238574","361002"
"12714","1700238589","361095655"
"12715","1701682702","6525516531"
"12716","1701682734","21657556"
"12717","1705502966","1705502967"
"12718","1705502967","34674622"
"12719","1706203405","6640959135"
"12720","1706203406","273099632"
"12721","1711844985","355323680"
"12722","1711844988","2181300803"
"12723","1711844989","340394507"
"12724","1711844989","1711845001"
"12725","1712003270","25554445"
"12726","1712034543","5913380390"
"12727","1713246698","25671262"
"12728","1714196614","5389358337"
"12729","1714196616","7867476115"
"12730","1714196619","117639344"
"12731","1714196619","1498503761"
"12732","1714196626","1714196614"
"12733","1716004197","1716004194"
"12734","1719663656","6273648704"
"12735","1721218995","332431658"
"12736","1721219009","332431657"
"12737","1721219044","1721219035"
"12738","1721219089","1721219084"
"12739","1721761185","1721761187"
"12740","1721761186","2376353325"
"12741","1721761187","1696307023"
"12742","1722351876","169298141"
"12743","1724300004","357562450"
"12744","1731116552","1731116570"
"12745","1731116570","1759468653"
"12746","1731209419","21648011"
"12747","1731214121","361732"
"12748","1731214122","1731214121"
"12749","1732225705","354925062"
"12750","1732225817","1732225955"
"12751","1732225924","8856746296"
"12752","1732225955","1732226226"
"12753","1732226040","1784938577"
"12754","1732226167","5530426049"
"12755","1732226167","5530426058"
"12756","1732226226","3452242827"
"12757","1732226267","1516309696"
"12758","1732226267","2724271773"
"12759","1732251204","340840586"
"12760","1732251212","340841423"
"12761","1732251229","6379464531"
"12762","1732251276","1732251212"
"12763","1732251364","1156167486"
"12764","1732251377","429172755"
"12765","1732251438","340838197"
"12766","1732251459","32176106"
"12767","1732756156","6194954302"
"12768","1732756164","1732756166"
"12769","1732756166","141607833"
"12770","1732756166","910877303"
"12771","1732762531","1037154625"
"12772","1734278133","1736637853"
"12773","1734278134","7020866095"
"12774","1736163023","2134912116"
"12775","1736247083","94252130"
"12776","1736247102","94249424"
"12777","1736301160","2414722279"
"12778","1736637844","259273637"
"12779","1736637853","8354199462"
"12780","1736756733","622022886"
"12781","1736756733","1736756761"
"12782","1736756734","1736756733"
"12783","1736756735","7656104945"
"12784","1745781763","1745781737"
"12785","1745880740","1377161906"
"12786","1745880749","4065408183"
"12787","1747018248","1747018258"
"12788","1747018254","94151884"
"12789","1747018258","1747018254"
"12790","1747138953","94196267"
"12791","1748446228","24909837"
"12792","1748446228","1748446262"
"12793","1748446266","6206634533"
"12794","1754351082","125385545"
"12795","1754652819","25581570"
"12796","1754658055","9103781449"
"12797","1754658065","367934"
"12798","1755336925","1755336922"
"12799","1755336947","1757366871"
"12800","1755336959","6956196368"
"12801","1756468207","382017"
"12802","1756717208","4521175365"
"12803","1756717208","25034435"
"12804","1756731567","673951401"
"12805","1756761482","4185948061"
"12806","1756761496","5904976368"
"12807","1756949012","25188352"
"12808","1756960193","25254121"
"12809","1756960219","4729508773"
"12810","1756971015","36489250"
"12811","1757030762","34909010"
"12812","1757030783","6200688912"
"12813","1757087085","32561072"
"12814","1757087085","34843153"
"12815","1757087088","314916314"
"12816","1757366859","9353698738"
"12817","1757366859","5773501859"
"12818","1757366871","1755336959"
"12819","1757367161","6281321083"
"12820","1757367161","94130205"
"12821","1757649347","319500628"
"12822","1757697264","654580360"
"12823","1757697270","6368984231"
"12824","1757697274","94110195"
"12825","1757697276","123255468"
"12826","1758970586","34818847"
"12827","1758970671","574333347"
"12828","1759306817","1363278420"
"12829","1759328491","27323568"
"12830","1759375506","140145478"
"12831","1759375507","1759375506"
"12832","1759389841","252682761"
"12833","1759389846","25009234"
"12834","1759389847","208761485"
"12835","1759389853","199624817"
"12836","1759468552","168357786"
"12837","1759468556","5912562002"
"12838","1759468653","1731209419"
"12839","1759758109","138259866"
"12840","1759758110","1759758109"
"12841","1760247812","143653569"
"12842","1760247816","1760247812"
"12843","1760324620","290757022"
"12844","1760324623","1760324620"
"12845","1761442006","34817741"
"12846","1761555130","151360238"
"12847","1761658049","60913095"
"12848","1761658049","60912643"
"12849","1762073410","5240597749"
"12850","1762073419","2537082851"
"12851","1762423633","360980"
"12852","1762544614","26551726"
"12853","1762593003","652071097"
"12854","1762593003","94251815"
"12855","1762593007","94239964"
"12856","1762608555","8112651377"
"12857","1764245870","1764245872"
"12858","1764245872","558381400"
"12859","1764245881","1764245859"
"12860","1764249691","152808341"
"12861","1764249691","1764249683"
"12862","1764475082","94243262"
"12863","1764899789","268210114"
"12864","1764899789","1769818930"
"12865","1765346095","3133100215"
"12866","1765824639","6625082622"
"12867","1765824640","1765824641"
"12868","1765824641","541421453"
"12869","1766131427","2311924056"
"12870","1766143155","4026454080"
"12871","1766143155","1089076050"
"12872","1767579661","1651614448"
"12873","1767579661","1630580980"
"12874","1768994378","1768994381"
"12875","1768994381","5564763741"
"12876","1768994392","4036294501"
"12877","1768998448","27117336"
"12878","1768998448","5314725308"
"12879","1768998455","6943686706"
"12880","1768998457","27117332"
"12881","1768998467","6850876676"
"12882","1769644123","1769644125"
"12883","1769644125","1052168905"
"12884","1769818927","84762474"
"12885","1769818930","1769818927"
"12886","1769819040","1769819004"
"12887","1769819052","1769819040"
"12888","1769819112","1764245870"
"12889","1770051953","257936419"
"12890","1770051961","1770051953"
"12891","1770052021","257936418"
"12892","1770366904","257936424"
"12893","1770366981","5624233200"
"12894","1770366981","1770366987"
"12895","1770366987","283785473"
"12896","1770654160","2537082852"
"12897","1771315795","14956538"
"12898","1771447064","2296242380"
"12899","1771585813","1771585814"
"12900","1771585814","1089076028"
"12901","1771585815","1771585814"
"12902","1771597590","244455460"
"12903","1771597592","244455461"
"12904","1771599362","268225883"
"12905","1771871063","8587365717"
"12906","1771871130","3745434690"
"12907","1771871130","1771871215"
"12908","1771871155","1771871130"
"12909","1771871174","1771871063"
"12910","1773094440","703740023"
"12911","1773094440","9251416000"
"12912","1773421250","169298143"
"12913","1773421307","247087245"
"12914","1773421311","247060093"
"12915","1773447912","7218812043"
"12916","1773447958","1773447912"
"12917","1773477750","9433735854"
"12918","1773529801","7593513218"
"12919","1773529860","3083313796"
"12920","1773530002","289386183"
"12921","1773530002","683080529"
"12922","1773530033","1773530039"
"12923","1773530033","683062472"
"12924","1773530034","1773530033"
"12925","1773530039","1773530046"
"12926","1773530041","1773530034"
"12927","1773530046","100294771"
"12928","1773982219","332469883"
"12929","1773982222","1773982219"
"12930","1774584898","1774584992"
"12931","1774584903","1774584992"
"12932","1774584921","1774584971"
"12933","1774584949","1774584951"
"12934","1774584951","1774584898"
"12935","1774584957","1774585023"
"12936","1774584971","417308198"
"12937","1774584992","8206026342"
"12938","1774585023","417303157"
"12939","1774630054","1774630167"
"12940","1774630092","387938777"
"12941","1774630103","246550732"
"12942","1774630127","1774630174"
"12943","1774630136","6379464795"
"12944","1774630152","417306041"
"12945","1774630163","1784925516"
"12946","1774630166","1774630224"
"12947","1774630167","1774648351"
"12948","1774630174","302839807"
"12949","1774630178","1774630127"
"12950","1774630224","1774630178"
"12951","1774648329","246550714"
"12952","1774648338","1774630166"
"12953","1774648351","1774630224"
"12954","1774648377","3127469206"
"12955","1774648383","1774630092"
"12956","1774648385","1774630054"
"12957","1774648398","267571749"
"12958","1774660833","302840879"
"12959","1774660835","1774660833"
"12960","1775183383","390316"
"12961","1775183385","1775183413"
"12962","1775183388","14950169"
"12963","1775183388","1775836983"
"12964","1775183390","368014"
"12965","1775183404","390034"
"12966","1775183404","6130758802"
"12967","1775183407","255038747"
"12968","1775183407","1775183388"
"12969","1775183413","24664155"
"12970","1775183415","390313"
"12971","1775183417","1775183407"
"12972","1775183418","390034"
"12973","1775784579","260427137"
"12974","1775836979","1284603896"
"12975","1775836982","1775836979"
"12976","1775836983","1775836982"
"12977","1775836984","1284603838"
"12978","1776071220","1284603911"
"12979","1776071220","6954105218"
"12980","1776487073","1776487074"
"12981","1776487074","8139086695"
"12982","1776842071","5530605101"
"12983","1776842074","3964106566"
"12984","1776842075","5530605104"
"12985","1776842078","260561218"
"12986","1776842083","499645277"
"12987","1777319573","141596145"
"12988","1777319573","5528261207"
"12989","1777319596","5895962853"
"12990","1777319632","667362434"
"12991","1777319636","1777319632"
"12992","1779756216","3269038377"
"12993","1784413000","5467645846"
"12994","1784416558","1376158938"
"12995","1784455048","1262105046"
"12996","1784925510","958304082"
"12997","1784925516","1774630152"
"12998","1784925520","283782494"
"12999","1784925521","276661272"
"13000","1784925528","267571733"
"13001","1784925530","4302563300"
"13002","1784925538","1570838995"
"13003","1784925550","1774630152"
"13004","1784938574","1784938576"
"13005","1784938576","1496479819"
"13006","1784938577","1784938579"
"13007","1784938579","283785284"
"13008","1785132471","7770498456"
"13009","1785132471","667360844"
"13010","1785132507","667360569"
"13011","1785132559","6490857686"
"13012","1787845918","94166880"
"13013","1787900034","116147133"
"13014","1787900034","2558806570"
"13015","1788554929","334642534"
"13016","1788554937","1788554929"
"13017","1789061752","654559033"
"13018","1789062002","669097749"
"13019","1790334876","576161865"
"13020","1791638911","573456756"
"13021","1791638914","1791638917"
"13022","1791638917","1791638911"
"13023","1794274630","243895342"
"13024","1794274630","1082065987"
"13025","1794436669","148944014"
"13026","1794436673","1794436669"
"13027","1794436675","702929802"
"13028","1795309763","1016214187"
"13029","1795370987","1795370988"
"13030","1795370988","324706464"
"13031","1795370989","4485800352"
"13032","1795601712","1016214105"
"13033","1798680378","145980461"
"13034","1801503220","676374317"
"13035","1801535569","1795312116"
"13036","1801613887","244270850"
"13037","1801613889","1803875302"
"13038","1801788607","289568129"
"13039","1803875301","1801613887"
"13040","1803875302","1803875301"
"13041","1803875303","1803875302"
"13042","1804446166","1829469422"
"13043","1804449777","1568090351"
"13044","1804452009","94165147"
"13045","1806474777","251517624"
"13046","1806474789","1806474777"
"13047","1806474795","1806474789"
"13048","1810408576","4359357349"
"13049","1811219962","1811219966"
"13050","1811219963","24911715"
"13051","1811219963","1811219962"
"13052","1811219965","1811219962"
"13053","1811219966","32463624"
"13054","1812196173","1812196178"
"13055","1812196178","652026039"
"13056","1812252645","96149592"
"13057","1813629181","1813629245"
"13058","1813629190","1813629257"
"13059","1813629208","977194933"
"13060","1813629214","1813629190"
"13061","1813629245","1883245796"
"13062","1813629257","25101543"
"13063","1813629288","1813629190"
"13064","1820762940","6338223585"
"13065","1820763076","21659594"
"13066","1820770939","21659596"
"13067","1820771260","21659596"
"13068","1822082651","6781539309"
"13069","1822082662","1822082651"
"13070","1822082713","94164243"
"13071","1825569367","1825569410"
"13072","1825834635","367888"
"13073","1825834642","5649161958"
"13074","1825834645","1697384121"
"13075","1825834647","177268036"
"13076","1827397845","1827398128"
"13077","1827397853","1827398287"
"13078","1827397856","1658993946"
"13079","1827397860","280720787"
"13080","1827397874","276661272"
"13081","1827397890","302836345"
"13082","1827397893","1827397890"
"13083","1827397897","4302561188"
"13084","1827397897","246552378"
"13085","1827397936","1827397999"
"13086","1827397939","1827398113"
"13087","1827397952","1827398283"
"13088","1827397956","1827398184"
"13089","1827397988","1635177609"
"13090","1827397999","1827397860"
"13091","1827398014","1827398041"
"13092","1827398041","280720787"
"13093","1827398047","1635165515"
"13094","1827398113","1827397820"
"13095","1827398113","1871660179"
"13096","1827398125","1827397853"
"13097","1827398128","1827398014"
"13098","1827398157","1827398014"
"13099","1827398184","7508731928"
"13100","1827398188","302838999"
"13101","1827398232","1827397952"
"13102","1827398234","276661267"
"13103","1827398239","1827397988"
"13104","1827398277","1827398047"
"13105","1827398283","1871660197"
"13106","1827398285","2724271811"
"13107","1827398287","1827397897"
"13108","1827398301","1827398047"
"13109","1828800143","6423089592"
"13110","1828852684","21659155"
"13111","1829061607","166338964"
"13112","1829061610","9843371913"
"13113","1829061614","2576426850"
"13114","1829061635","166338742"
"13115","1829061636","1829061667"
"13116","1829061638","1829061644"
"13117","1829061640","1829061642"
"13118","1829061642","21658502"
"13119","1829061644","1829061607"
"13120","1829061648","1829061640"
"13121","1829061660","2286779116"
"13122","1829061667","1829061664"
"13123","1829061676","1829061614"
"13124","1829061679","9843371849"
"13125","1829061679","166338743"
"13126","1829166808","355538403"
"13127","1829166809","246552603"
"13128","1829166810","1829166809"
"13129","1829184779","243894884"
"13130","1829190868","7264840574"
"13131","1829210738","529915509"
"13132","1829210738","1829210731"
"13133","1829447188","1829447189"
"13134","1829447188","6282960259"
"13135","1829447189","1829447190"
"13136","1829469414","1829469422"
"13137","1829469416","5046672922"
"13138","1829469416","1829469426"
"13139","1829469418","5587812008"
"13140","1829469422","652026102"
"13141","1829469428","1829469416"
"13142","1829469428","1829469422"
"13143","1829498231","1839946777"
"13144","1829498235","245086454"
"13145","1829498252","94246427"
"13146","1829498257","1791638914"
"13147","1829498260","652071104"
"13148","1829498268","1829498260"
"13149","1829498269","1829498231"
"13150","1832256504","6777913395"
"13151","1832256506","6369010749"
"13152","1835212496","921170499"
"13153","1835212499","1835212512"
"13154","1835212502","1835212545"
"13155","1835212508","100291522"
"13156","1835212510","100287974"
"13157","1835212512","1835212496"
"13158","1835212514","1835212499"
"13159","1835212514","1835212566"
"13160","1835212516","1835212545"
"13161","1835212518","1835212499"
"13162","1835212522","1835212537"
"13163","1835212529","100289808"
"13164","1835212537","1835212564"
"13165","1835212539","1835212496"
"13166","1835212543","1835212516"
"13167","1835212543","49894363"
"13168","1835212545","3747261259"
"13169","1835212547","3764314590"
"13170","1835212550","1835212552"
"13171","1835212556","1835212565"
"13172","1835212560","1835212518"
"13173","1835212564","1835212502"
"13174","1835212565","100289671"
"13175","1835212566","1835212564"
"13176","1835293744","15378800"
"13177","1835516132","1835516159"
"13178","1835516159","361112"
"13179","1835516163","2295302568"
"13180","1835516169","369331056"
"13181","1835516171","432616269"
"13182","1835516172","1835516163"
"13183","1835618185","3220375623"
"13184","1836008429","4254651918"
"13185","1836008429","1867790960"
"13186","1836650504","343694388"
"13187","1836650537","343694388"
"13188","1836650585","1836650598"
"13189","1836650601","8139086694"
"13190","1836650601","247040826"
"13191","1836650625","247040834"
"13192","1836650625","8117024500"
"13193","1836650637","9067577946"
"13194","1836650666","168363583"
"13195","1836650666","247075325"
"13196","1836902820","361706"
"13197","1836902820","361721"
"13198","1836953761","442138"
"13199","1836953795","721091128"
"13200","1836953795","9319270360"
"13201","1836979387","5746829694"
"13202","1836986346","257686878"
"13203","1836994819","225741028"
"13204","1837044449","21659155"
"13205","1837882501","14956555"
"13206","1838021345","735292066"
"13207","1839946777","1829498260"
"13208","1840005821","2321238542"
"13209","1840021589","652026163"
"13210","1840021589","5503242937"
"13211","1841262172","1841262174"
"13212","1841262172","6616250180"
"13213","1841291952","9020074055"
"13214","1841311667","25554445"
"13215","1841311669","25554524"
"13216","1841630747","1599725214"
"13217","1841630750","9824025413"
"13218","1841630750","687053085"
"13219","1841630751","1841630750"
"13220","1845142172","2068709665"
"13221","1848652702","368741044"
"13222","1848897448","27373333"
