"","u","v"
"1924","25254129","1756960193"
"1925","25254138","1203827403"
"1926","25254299","21378247"
"1927","25254301","728342886"
"1928","25254922","25287890"
"1929","25254925","25254138"
"1930","25254925","4729508766"
"1931","25254958","25253717"
"1932","25255044","25253835"
"1933","25255044","25254958"
"1934","25255322","25255449"
"1935","25255325","21292424"
"1936","25255328","25253920"
"1937","25255855","470152"
"1938","25255856","21292425"
"1939","25255857","25255856"
"1940","25255858","242686687"
"1941","25255888","6349517794"
"1942","25255889","25255888"
"1943","25255890","25255889"
"1944","25255891","25255890"
"1945","25255892","470154"
"1946","25255893","470153"
"1947","25255896","21292427"
"1948","25255897","21292426"
"1949","25255898","25255897"
"1950","25255899","25256086"
"1951","25255899","25255898"
"1952","25255909","296987790"
"1953","25256045","25254129"
"1954","25256046","25256045"
"1955","25256047","296986877"
"1956","25256047","25256046"
"1957","25256051","256625153"
"1958","25256058","25254129"
"1959","25256058","25256044"
"1960","25256059","65309265"
"1961","25256059","65307297"
"1962","25256077","25256078"
"1963","25256078","6410198440"
"1964","25256083","7968886074"
"1965","25256086","25256087"
"1966","25256087","25255900"
"1967","25256089","25256087"
"1968","25256231","25256232"
"1969","25256232","1215523338"
"1970","25256233","25256235"
"1971","25256233","25256234"
"1972","25256235","1215523561"
"1973","25256261","260568406"
"1974","25256276","7366949983"
"1975","25256297","24959172"
"1976","25256318","24959181"
"1977","25256319","24959189"
"1978","25256363","25256318"
"1979","25256377","25256381"
"1980","25272889","25272888"
"1981","25272889","25272890"
"1982","25272890","25272892"
"1983","25272891","25272890"
"1984","25272892","7006424169"
"1985","25272892","25272913"
"1986","25272896","25272905"
"1987","25272899","25272896"
"1988","25272899","25273147"
"1989","25272901","25273121"
"1990","25272901","25272899"
"1991","25272903","25273118"
"1992","25272913","25273063"
"1993","25272915","25273090"
"1994","25272915","25272917"
"1995","25272921","25272923"
"1996","25272923","398775"
"1997","25272928","689143329"
"1998","25272930","25272896"
"1999","25272935","25207339"
"2000","25272936","25272935"
"2001","25272937","25272938"
"2002","25272938","25272940"
"2003","25272939","25272941"
"2004","25272939","25272936"
"2005","25272940","25272939"
"2006","25272941","25272942"
"2007","25272941","9147788339"
"2008","25272942","25272943"
"2009","25272943","25272944"
"2010","25272944","25207334"
"2011","25272945","25272944"
"2012","25272946","25272945"
"2013","25272947","25272949"
"2014","25272948","25272947"
"2015","25272953","25272948"
"2016","25272977","25272935"
"2017","25272980","25272946"
"2018","25272983","25272943"
"2019","25272989","25272939"
"2020","25273063","280462687"
"2021","25273063","25272914"
"2022","25273088","25272903"
"2023","25273090","2081751474"
"2024","25273118","691194134"
"2025","25273121","691194068"
"2026","25273147","25273148"
"2027","25273148","338667205"
"2028","25273190","25273380"
"2029","25273190","25207327"
"2030","25273191","25273194"
"2031","25273194","25273380"
"2032","25273196","682294040"
"2033","25273197","682347926"
"2034","25273200","691194027"
"2035","25273201","6282960244"
"2036","25273204","691194068"
"2037","25273205","25207339"
"2038","25273207","6244904647"
"2039","25273208","25272928"
"2040","25273209","398801"
"2041","25273213","2436687898"
"2042","25273213","6661254755"
"2043","25273423","25207327"
"2044","25273482","370316272"
"2045","25273482","25273483"
"2046","25273483","25273487"
"2047","25273487","25273493"
"2048","25273491","25273123"
"2049","25273491","691194159"
"2050","25273493","25273491"
"2051","25273781","25273838"
"2052","25273781","25273782"
"2053","25273782","25273784"
"2054","25273782","25272953"
"2055","25273787","25273786"
"2056","25273838","25273786"
"2057","25273842","25273784"
"2058","25273843","25273842"
"2059","25273843","25273866"
"2060","25273865","398792"
"2061","25273866","25207334"
"2062","25273868","25273867"
"2063","25273876","6206597879"
"2064","25273877","25273876"
"2065","25273878","25273877"
"2066","25273879","25273888"
"2067","25273880","25273881"
"2068","25273881","470198"
"2069","25273882","25207331"
"2070","25273883","25273882"
"2071","25273883","25581660"
"2072","25273884","25275079"
"2073","25273884","25207301"
"2074","25273885","25207303"
"2075","25273887","1484055008"
"2076","25273887","25207345"
"2077","25273888","25273880"
"2078","25273888","25275078"
"2079","25273896","25273881"
"2080","25273898","6987582407"
"2081","25273899","314314814"
"2082","25273900","2200327096"
"2083","25273900","6924714327"
"2084","25273900","25273901"
"2085","25275074","620845384"
"2086","25275076","620845384"
"2087","25275077","25275076"
"2088","25275078","25275079"
"2089","25275080","250217117"
"2090","25287819","25287818"
"2091","25287819","94260585"
"2092","25287820","25287819"
"2093","25287890","25287889"
"2094","25289976","24666227"
"2095","25290108","14950176"
"2096","25290116","332483359"
"2097","25290157","25290158"
"2098","25290158","25290116"
"2099","25290181","1775183390"
"2100","25290182","1420443172"
"2101","25290183","2064552414"
"2102","25290184","27681723"
"2103","25290186","25290185"
"2104","25290186","27681723"
"2105","25290202","25290185"
"2106","25290203","25290186"
"2107","25290281","1284603911"
"2108","25290282","252788254"
"2109","25290521","159676389"
"2110","25554238","6282960259"
"2111","25554240","25554265"
"2112","25554240","693605057"
"2113","25554241","693583565"
"2114","25554243","2788380636"
"2115","25554264","6282960255"
"2116","25554264","9126149751"
"2117","25554265","25554266"
"2118","25554266","25581035"
"2119","25554267","15643100"
"2120","25554268","207782358"
"2121","25554268","25554269"
"2122","25554269","8561671317"
"2123","25554270","6665582269"
"2124","25554300","6665582267"
"2125","25554304","693583578"
"2126","25554306","6375859107"
"2127","25554309","6282960270"
"2128","25554310","282187576"
"2129","25554420","693583572"
"2130","25554421","6665083737"
"2131","25554424","4129972726"
"2132","25554425","678892280"
"2133","25554436","4181653190"
"2134","25554438","6460093988"
"2135","25554442","25554537"
"2136","25554442","15643102"
"2137","25554444","6466270064"
"2138","25554445","25554505"
"2139","25554459","8547321367"
"2140","25554502","25554444"
"2141","25554505","693583593"
"2142","25554536","25554459"
"2143","25554537","25554536"
"2144","25554592","1841311667"
"2145","25554592","3511223722"
"2146","25554595","677805400"
"2147","25554595","6466303668"
"2148","25554597","25554598"
"2149","25554598","25554600"
"2150","25554598","6369010758"
"2151","25554608","6466296808"
"2152","25554645","25554669"
"2153","25554647","25554652"
"2154","25554647","1841593377"
"2155","25554652","9550232070"
"2156","25554669","6369010753"
"2157","25554675","6369010754"
"2158","25554696","368133"
"2159","25554699","693550587"
"2160","25554702","5763283950"
"2161","25554705","5092153458"
"2162","25554707","5480188491"
"2163","25554711","25554712"
"2164","25554711","677185710"
"2165","25554716","25554696"
"2166","25554716","5763283952"
"2167","25573496","24910840"
"2168","25573546","24911944"
"2169","25573614","24911944"
"2170","25573616","25573614"
"2171","25573648","94229707"
"2172","25573648","25573618"
"2173","25573659","60766750"
"2174","25574315","25574314"
"2175","25574317","24913014"
"2176","25580313","25253965"
"2177","25580316","231369674"
"2178","25580424","6979235889"
"2179","25580446","1204772923"
"2180","25580447","25580316"
"2181","25580447","25580446"
"2182","25580452","25254115"
"2183","25580455","6308595999"
"2184","25580477","25580479"
"2185","25580479","21378249"
"2186","25581027","25581017"
"2187","25581027","25581033"
"2188","25581031","25581141"
"2189","25581035","25581033"
"2190","25581037","679495132"
"2191","25581039","602634502"
"2192","25581044","25581186"
"2193","25581044","25581045"
"2194","25581045","9432324889"
"2195","25581140","8547341737"
"2196","25581142","25581141"
"2197","25581143","25581142"
"2198","25581144","25581143"
"2199","25581145","687994166"
"2200","25581145","25581150"
"2201","25581148","25581155"
"2202","25581149","25581151"
"2203","25581151","25581150"
"2204","25581155","25581184"
"2205","25581155","338647491"
"2206","25581184","25581186"
"2207","25581209","25581144"
"2208","25581223","8707910344"
"2209","25581368","25581375"
"2210","25581369","25554669"
"2211","25581370","25581369"
"2212","25581370","9431369509"
"2213","25581372","25581368"
"2214","25581373","367303768"
"2215","25581375","25581373"
"2216","25581376","25581375"
"2217","25581394","5951390668"
"2218","25581488","25581433"
"2219","25581533","8707910353"
"2220","25581535","6369010751"
"2221","25581536","5951390675"
"2222","25581538","25581537"
"2223","25581540","9431369513"
"2224","25581569","25581488"
"2225","25581570","282486400"
"2226","25581595","25581593"
"2227","25581601","6369010746"
"2228","25581668","25581667"
"2229","25581699","9150711680"
"2230","25581700","8707929645"
"2231","25581798","691082353"
"2232","25623915","25623918"
"2233","25623915","25623911"
"2234","25623915","258156177"
"2235","25623918","928644786"
"2236","25623920","25623915"
"2237","25623928","258156177"
"2238","25623937","25624252"
"2239","25623938","368307"
"2240","25623939","25623938"
"2241","25623942","25623949"
"2242","25623945","25623938"
"2243","25623946","25623942"
"2244","25623948","25623946"
"2245","25623949","25623937"
"2246","25623951","25624049"
"2247","25623995","5474974261"
"2248","25623996","929442064"
"2249","25623998","929367046"
"2250","25623999","929367046"
"2251","25624001","34816775"
"2252","25624005","832027849"
"2253","25624005","270923300"
"2254","25624008","25624054"
"2255","25624010","25624011"
"2256","25624011","517915652"
"2257","25624014","25624013"
"2258","25624030","25624005"
"2259","25624042","25624047"
"2260","25624046","25623951"
"2261","25624047","25624046"
"2262","25624047","926540877"
"2263","25624053","25624054"
"2264","25624054","25625339"
"2265","25624132","25623937"
"2266","25624150","25623946"
"2267","25624151","25624232"
"2268","25624231","25624237"
"2269","25624232","929536542"
"2270","25624233","25624234"
"2271","25624239","10043029532"
"2272","25624244","925936540"
"2273","25624248","123759978"
"2274","25624248","10054544956"
"2275","25624252","25624233"
"2276","25624258","25624252"
"2277","25624259","25624258"
"2278","25624260","25624259"
"2279","25624510","930613534"
"2280","25624510","25624511"
"2281","25624512","5160636575"
"2282","25624514","25624511"
"2283","25624516","9119499208"
"2284","25624516","470189"
"2285","25625048","25625053"
"2286","25625054","25625056"
"2287","25625056","25625239"
"2288","25625239","25625242"
"2289","25625242","25625261"
"2290","25625242","25625250"
"2291","25625246","25625286"
"2292","25625250","25625246"
"2293","25625252","25625250"
"2294","25625261","270730345"
"2295","25625284","25625054"
"2296","25625284","270730746"
"2297","25625309","5512455420"
"2298","25625329","5512456124"
"2299","25625339","6498393863"
"2300","25625557","123748604"
"2301","25625563","5056992116"
"2302","25625567","2689489681"
"2303","25625567","25625572"
"2304","25625572","4616537"
"2305","25625636","25625557"
"2306","25625641","25625643"
"2307","25625645","370349352"
"2308","25625645","830630428"
"2309","25625648","5057169770"
"2310","25625650","25625648"
"2311","25625650","25625651"
"2312","25625653","10111378519"
"2313","25625654","25625655"
"2314","25625654","25625658"
"2315","25625656","25625657"
"2316","25625657","25625661"
"2317","25625658","25625657"
"2318","25625659","25625660"
"2319","25625661","25625659"
"2320","25625668","270920539"
"2321","25625672","25625661"
"2322","25625675","25625672"
"2323","25625680","831943768"
"2324","25625686","270921350"
"2325","25625686","25625557"
"2326","25625921","25625924"
"2327","25625924","25625925"
"2328","25625924","6797471276"
"2329","25625925","25625660"
"2330","25625927","10111378521"
"2331","25625929","25625939"
"2332","25625930","25625934"
"2333","25625936","25625934"
"2334","25625939","25625960"
"2335","25625948","25625956"
"2336","25625949","25625948"
"2337","25625951","25625950"
"2338","25625953","829132631"
"2339","25625953","25625951"
"2340","25625955","273121311"
"2341","25625956","25625959"
"2342","25625959","270918882"
"2343","25625960","829132672"
"2344","25626269","5996498056"
"2345","25626299","829132632"
"2346","25626383","6804926127"
"2347","25626403","25626401"
"2348","25626414","6620530993"
"2349","25666980","25666985"
"2350","25666980","830630294"
"2351","25666981","25666980"
"2352","25666983","25666982"
"2353","25666984","25666983"
"2354","25666985","25666984"
"2355","25667061","691196497"
"2356","25667115","370347366"
"2357","25667131","6620531001"
"2358","25667837","7232473965"
"2359","25667904","807080861"
"2360","25667953","25667968"
"2361","25667968","9966672195"
"2362","25668541","6511670455"
"2363","25668922","25669386"
"2364","25668922","4418239718"
"2365","25669314","25669360"
"2366","25669360","21299471"
"2367","25669361","25669360"
"2368","25670849","676821348"
"2369","25670873","5041260570"
"2370","25671162","283555978"
"2371","25671278","368141"
"2372","25671278","25671262"
"2373","25671278","5934159850"
"2374","25671388","4958110952"
"2375","25671389","277500563"
"2376","25671506","6532198443"
"2377","25671529","1682456745"
"2378","25675623","164404057"
"2379","25675624","5247890726"
"2380","25701659","361098"
"2381","25701688","36472431"
"2382","25934279","6804926128"
"2383","25934280","6620531012"
"2384","25934280","368254"
"2385","25934315","25934316"
"2386","25934315","25934313"
"2387","26039467","1754652819"
"2388","26039468","602572739"
"2389","26039469","26039470"
"2390","26039470","602530428"
"2391","26039472","691082680"
"2392","26039472","26039871"
"2393","26039522","202816303"
"2394","26039522","213281932"
"2395","26039523","668635735"
"2396","26039524","26039474"
"2397","26039525","175019768"
"2398","26039856","6102497607"
"2399","26039860","6554636007"
"2400","26039863","26039867"
"2401","26039867","26039878"
"2402","26039883","26039472"
"2403","26039984","25701659"
"2404","26039985","26039984"
"2405","26039986","6554636006"
"2406","26400862","8981647404"
"2407","26400863","26400862"
"2408","26400865","26400862"
"2409","26400866","25554525"
"2410","26400867","26400866"
"2411","26400868","26400869"
"2412","26400868","627095054"
"2413","26400869","26400871"
"2414","26400869","26400877"
"2415","26400871","26400867"
"2416","26400884","26400882"
"2417","26400894","26400871"
"2418","26400894","26400902"
"2419","26400902","26400884"
"2420","26400917","26400916"
"2421","26400923","26401478"
"2422","26400941","26400946"
"2423","26400946","26401016"
"2424","26400949","26400953"
"2425","26400953","26400954"
"2426","26400954","26400990"
"2427","26400956","26400957"
"2428","26400957","26400963"
"2429","26400957","26401086"
"2430","26400963","26400966"
"2431","26400966","26401042"
"2432","26400969","26400966"
"2433","26400972","693515546"
"2434","26400977","693515543"
"2435","26400980","693515540"
"2436","26400987","1828463899"
"2437","26400987","693515561"
"2438","26400990","9646770640"
"2439","26400990","26400987"
"2440","26401002","693515559"
"2441","26401006","701417883"
"2442","26401013","26401027"
"2443","26401016","26401013"
"2444","26401016","26400949"
"2445","26401021","3559303079"
"2446","26401021","26401625"
"2447","26401024","697888000"
"2448","26401030","26401006"
"2449","26401033","26401030"
"2450","26401042","26401039"
"2451","26401055","26401078"
"2452","26401064","26400941"
"2453","26401067","26401934"
"2454","26401071","26401067"
"2455","26401072","26402053"
"2456","26401078","26401075"
"2457","26401081","26401078"
"2458","26401083","26401081"
"2459","26401084","26401083"
"2460","26401089","26401919"
"2461","26401098","26401924"
"2462","26401100","26401084"
"2463","26401104","26401100"
"2464","26401107","26401104"
"2465","26401110","94141000"
"2466","26401114","26401110"
"2467","26401133","26400953"
"2468","26401133","26401039"
"2469","26401366","1573141051"
"2470","26401366","248967031"
"2471","26401412","26400917"
"2472","26401413","224147138"
"2473","26401413","26401414"
"2474","26401414","159693030"
"2475","26401415","26401413"
"2476","26401415","700460732"
"2477","26401417","26401415"
"2478","26401417","175048261"
"2479","26401417","26401033"
"2480","26401478","26401482"
"2481","26401482","224146062"
"2482","26401608","697179490"
"2483","26401613","26401002"
"2484","26401624","26401984"
"2485","26401625","26401623"
"2486","26401640","5480188492"
"2487","26401641","5092153452"
"2488","26401644","26401095"
"2489","26401645","5480567021"
"2490","26401646","693515550"
"2491","26401646","6156698592"
"2492","26401652","247431480"
"2493","26401652","392897848"
"2494","26401653","693521483"
"2495","26401653","8840327584"
"2496","26401654","26401655"
"2497","26401655","5092153453"
"2498","26401658","178802496"
"2499","26401658","277500569"
"2500","26401661","26401660"
"2501","26401664","26401666"
"2502","26401664","1980084622"
"2503","26401666","26401669"
"2504","26401669","704819766"
"2505","26401686","178802497"
"2506","26401687","26401688"
"2507","26401688","26401689"
"2508","26401689","1980084608"
"2509","26401690","26401691"
"2510","26401691","26401692"
"2511","26401692","4958110950"
"2512","26401693","26401690"
"2513","26401694","26401693"
"2514","26401695","26401690"
"2515","26401695","26401672"
"2516","26401696","5760792405"
"2517","26401696","26401644"
"2518","26401699","5092153449"
"2519","26401699","568421601"
"2520","26401727","4958110949"
"2521","26401727","26588862"
"2522","26401793","214885576"
"2523","26401818","8762164098"
"2524","26401819","5760792409"
"2525","26401820","5092153448"
"2526","26401823","5760792406"
"2527","26401859","4958110947"
"2528","26401859","431507192"
"2529","26401868","568421719"
"2530","26401904","26401905"
"2531","26401919","26401920"
"2532","26401920","26666916"
"2533","26401922","26401925"
"2534","26401922","26401920"
"2535","26401924","26401089"
"2536","26401926","26401084"
"2537","26401935","26402043"
"2538","26401938","26401946"
"2539","26401938","26401935"
"2540","26401946","26401949"
"2541","26401949","26401959"
"2542","26401951","26401949"
"2543","26401959","26401985"
"2544","26401980","338481508"
"2545","26401983","227053183"
"2546","26401983","7982701889"
"2547","26401984","26402085"
"2548","26401985","7258128965"
"2549","26402049","26401114"
"2550","26402053","26402049"
"2551","26402080","6318644972"
"2552","26402083","247175814"
"2553","26402085","26402086"
"2554","26402086","7499641543"
"2555","26402089","175045172"
"2556","26402089","175045999"
"2557","26402095","693255355"
"2558","26402096","693255276"
"2559","26402097","693255347"
"2560","26402098","693255317"
"2561","26402125","602485337"
"2562","26503665","9403474294"
"2563","26503666","621295244"
"2564","26551705","7638970047"
"2565","26551714","621295238"
"2566","26551714","243352307"
"2567","26551723","26551742"
"2568","26551726","26551723"
"2569","26551730","333576352"
"2570","26551733","94118086"
"2571","26551735","5005328217"
"2572","26551735","26551733"
"2573","26551737","94115488"
"2574","26551737","2082452384"
"2575","26551740","9403501670"
"2576","26551742","243352888"
"2577","26588350","26588354"
"2578","26588354","26588357"
"2579","26588357","277500481"
"2580","26588359","277500481"
"2581","26588366","26588350"
"2582","26588372","26588347"
"2583","26588374","26588384"
"2584","26588378","277500482"
"2585","26588382","26588378"
"2586","26588384","26588376"
"2587","26588388","153501361"
"2588","26588862","26401864"
"2589","26666916","26666918"
"2590","26666918","218155202"
"2591","26666953","573458029"
"2592","26666958","26401805"
"2593","26667206","26401926"
"2594","26667206","26401925"
"2595","26667207","26667206"
"2596","27018629","664256921"
"2597","27018629","229577582"
"2598","27018632","24966000"
"2599","27018633","24959174"
"2600","27018633","25256363"
"2601","27117303","4225762685"
"2602","27117304","5838233395"
"2603","27117305","2464610608"
"2604","27117325","2464610419"
"2605","27117332","1768998448"
"2606","27117337","992522062"
"2607","27117485","282073329"
"2608","27180752","4418770024"
"2609","27180777","428917342"
"2610","27180777","4506058056"
"2611","27180802","683788980"
"2612","27180802","358905775"
"2613","27180810","14803165"
"2614","27180811","27180810"
"2615","27180826","356300477"
"2616","27180827","356299714"
"2617","27180835","2026103181"
"2618","27180835","356300477"
"2619","27181002","2940401976"
"2620","27181003","361020"
"2621","27181010","27181002"
"2622","27181011","967224607"
"2623","27181011","27181010"
"2624","27181017","2940401985"
"2625","27181019","27181011"
"2626","27181929","14803155"
"2627","27181929","27180780"
"2628","27233726","27233853"
"2629","27233732","5095554624"
"2630","27233754","5204784909"
"2631","27233766","663240085"
"2632","27233782","1369651714"
"2633","27233782","27339844"
"2634","27233785","27339845"
"2635","27233804","3627128610"
"2636","27233804","27233782"
"2637","27233862","27233873"
"2638","27233866","5222287731"
"2639","27233873","367912"
"2640","27233873","27288878"
"2641","27233893","1987617271"
"2642","27233905","27234045"
"2643","27233920","27233905"
"2644","27234006","27234032"
"2645","27234006","27234017"
"2646","27234025","27234017"
"2647","27234032","27234216"
"2648","27234045","27234052"
"2649","27234052","27234213"
"2650","27234076","644134"
"2651","27234093","644133"
"2652","27234093","27233893"
"2653","27234100","27234112"
"2654","27234112","27234121"
"2655","27234121","27234129"
"2656","27234129","27235510"
"2657","27234129","27234149"
"2658","27234162","27234149"
"2659","27234189","3628689047"
"2660","27234190","5410385401"
"2661","27234191","27234193"
"2662","27234192","27234197"
"2663","27234193","27234192"
"2664","27234194","27234193"
"2665","27234195","27234194"
"2666","27234195","297205590"
"2667","27234196","27234197"
"2668","27234196","273416715"
"2669","27234197","27234198"
"2670","27234198","281722287"
"2671","27234202","27252415"
"2672","27234202","644135"
"2673","27234208","1978198745"
"2674","27234208","27234203"
"2675","27234210","27234202"
"2676","27234213","27234203"
"2677","27234214","27234052"
"2678","27234215","27234435"
"2679","27234215","27234453"
"2680","27234216","27234217"
"2681","27234216","27234218"
"2682","27234261","9844132319"
"2683","27234301","27234331"
"2684","27234301","27288836"
"2685","27234331","27234025"
"2686","27234336","27234346"
"2687","27234346","303547827"
"2688","27234356","6219115764"
"2689","27234366","27234425"
"2690","27234366","6219115764"
"2691","27234414","27234425"
"2692","27234425","303547554"
"2693","27234453","27234454"
"2694","27234454","27234017"
"2695","27234710","301368420"
"2696","27234711","27234215"
"2697","27234717","27234813"
"2698","27234737","27234717"
"2699","27234739","27234737"
"2700","27234740","27234739"
"2701","27234808","27252238"
"2702","27234813","3834909103"
"2703","27234814","27323472"
"2704","27234822","301370001"
"2705","27234831","27234833"
"2706","27234831","27234809"
"2707","27234834","3834909104"
"2708","27234839","822185509"
"2709","27234840","27234850"
"2710","27234841","27234839"
"2711","27234846","27234852"
"2712","27234846","272694749"
"2713","27234848","27234849"
"2714","27234849","27234851"
"2715","27234850","27234849"
"2716","27234852","7725332083"
"2717","27234859","27234851"
"2718","27234871","7725332084"
"2719","27234873","27234871"
"2720","27234874","27234873"
"2721","27234874","260566392"
"2722","27234876","260566392"
"2723","27234877","277520769"
"2724","27234877","27234876"
"2725","27234928","27234933"
"2726","27234933","27234944"
"2727","27234943","27234874"
"2728","27234944","27234943"
"2729","27234945","27235177"
"2730","27234945","27234946"
"2731","27234947","259691354"
"2732","27235037","158803618"
"2733","27235051","277520771"
"2734","27235057","2295302570"
"2735","27235064","158803655"
"2736","27235133","27235134"
"2737","27235134","27235135"
"2738","27235141","4246118291"
"2739","27235143","27235149"
"2740","27235149","27235150"
"2741","27235150","367927"
"2742","27235167","27235168"
"2743","27235167","27235169"
"2744","27235169","817808755"
"2745","27235170","367926"
"2746","27235174","178761070"
"2747","27235175","178761070"
"2748","27235206","27235208"
"2749","27235208","27235173"
"2750","27235211","27235175"
"2751","27235215","27235219"
"2752","27235219","27235250"
"2753","27235241","27252609"
"2754","27235241","21292440"
"2755","27235241","32565515"
"2756","27235250","27235206"
"2757","27235262","27235261"
"2758","27235262","260567880"
"2759","27235263","260567950"
"2760","27235266","32561135"
"2761","27235266","27235265"
"2762","27235305","27235293"
"2763","27235306","27235305"
"2764","27235315","27235293"
"2765","27235316","27235315"
"2766","27235327","6213150081"
"2767","27235394","31960694"
"2768","27235424","31960431"
"2769","27235433","27235424"
"2770","27235462","235388731"
"2771","27235464","27235445"
"2772","27235464","235388731"
"2773","27235497","27235498"
"2774","27235498","297205292"
"2775","27235499","27234195"
"2776","27235500","297205366"
"2777","27235501","27235500"
"2778","27235502","269369710"
"2779","27235503","21660976"
"2780","27235503","27235708"
"2781","27235510","27235503"
"2782","27235519","27235518"
"2783","27235520","27235521"
"2784","27235521","27235522"
"2785","27235522","27235523"
"2786","27235523","303069550"
"2787","27235524","27235708"
"2788","27235524","27235523"
"2789","27235526","27235529"
"2790","27235529","27235531"
"2791","27235531","27235533"
"2792","27235533","27235704"
"2793","27235535","27235536"
"2794","27235536","27235537"
"2795","27235537","27235520"
"2796","27235538","27235537"
"2797","27235538","27235540"
"2798","27235539","27235538"
"2799","27235540","27235565"
"2800","27235547","9597506332"
"2801","27235555","6046934308"
"2802","27235559","1369651401"
"2803","27235565","27235518"
"2804","27235582","5525617858"
"2805","27235582","27235576"
"2806","27235702","27235703"
"2807","27235703","27286623"
"2808","27235704","27235536"
"2809","27235704","27235703"
"2810","27235707","27235938"
"2811","27235709","27235710"
"2812","27235710","27235720"
"2813","27235710","27235711"
"2814","27235712","27235713"
"2815","27235712","4294378842"
"2816","27235713","27235714"
"2817","27235714","27235715"
"2818","27235715","27235717"
"2819","27235717","27235718"
"2820","27235719","27235718"
"2821","27235719","27286618"
"2822","27235720","27235526"
"2823","27235721","27235720"
"2824","27235722","27235721"
"2825","27235938","9212926888"
"2826","27235954","6996677223"
"2827","27235955","678461782"
"2828","27235956","27235955"
"2829","27235957","3036590946"
"2830","27235957","27235956"
"2831","27235960","27235964"
"2832","27235960","367905"
"2833","27235964","6308289234"
"2834","27252238","2700086471"
"2835","27252238","644137"
"2836","27252239","27234843"
"2837","27252240","2349418339"
"2838","27252241","27234843"
"2839","27252241","2700086450"
"2840","27252242","27234208"
"2841","27252303","827975805"
"2842","27252303","27234210"
"2843","27252314","5345024588"
"2844","27252415","34909158"
"2845","27252417","27252303"
"2846","27286555","27286553"
"2847","27286559","27286564"
"2848","27286559","27286560"
"2849","27286561","5525617857"
"2850","27286563","27286559"
"2851","27286564","27286550"
"2852","27286593","27286610"
"2853","27286610","6468213268"
"2854","27286613","27286620"
"2855","27286613","27286570"
"2856","27286616","27286613"
"2857","27286616","1015358305"
"2858","27286619","27286622"
"2859","27286620","27286621"
"2860","27286622","27235719"
"2861","27286624","27286616"
"2862","27286625","442308"
"2863","27286626","319673162"
"2864","27286630","27286644"
"2865","27286635","319673158"
"2866","27286644","27286646"
"2867","27286645","315275231"
"2868","27286646","8171355744"
"2869","27286650","1302120174"
"2870","27286653","4879411762"
"2871","27286660","27235957"
"2872","27286660","27286661"
"2873","27286661","27286662"
"2874","27286662","27286663"
"2875","27286663","27286664"
"2876","27286665","27286660"
"2877","27286668","6012712826"
"2878","27286670","6012712824"
"2879","27286674","27415728"
"2880","27286676","27286701"
"2881","27286677","269373034"
"2882","27286678","27286676"
"2883","27286683","27286699"
"2884","27286684","27286683"
"2885","27286684","27286689"
"2886","27286687","27286684"
"2887","27286688","291593040"
"2888","27286688","291593327"
"2889","27286690","27286689"
"2890","27286690","27286691"
"2891","27286694","27286696"
"2892","27286699","27286697"
"2893","27286699","27286671"
"2894","27286700","176934058"
"2895","27286702","27286701"
"2896","27286703","27286710"
"2897","27286706","3397114842"
"2898","27286709","5263805755"
"2899","27286710","272339978"
"2900","27286711","27286712"
"2901","27286712","27286715"
"2902","27286714","269368542"
"2903","27286714","27286713"
"2904","27286715","21660281"
"2905","27286735","353160292"
"2906","27286735","27323303"
"2907","27286738","27323248"
"2908","27286745","27286735"
"2909","27286747","4172561652"
"2910","27288853","27233870"
"2911","27288853","367912"
"2912","27288858","8407487259"
"2913","27288863","9738056575"
"2914","27288868","27286626"
"2915","27288869","9814086390"
"2916","27288869","5383094356"
"2917","27308705","25032939"
"2918","27308707","6543327095"
"2919","27308708","25031246"
"2920","27308711","2066708518"
"2921","27323225","27323194"
"2922","27323225","3625384167"
"2923","27323225","268146910"
"2924","27323238","27323239"
"2925","27323238","268337481"
"2926","27323246","27323238"
"2927","27323248","34837038"
"2928","27323249","442321"
"2929","27323249","27323270"
"2930","27323258","27323259"
"2931","27323259","27323239"
"2932","27323260","353161033"
"2933","27323270","34837075"
"2934","27323271","27323274"
"2935","27323274","5222287730"
"2936","27323277","27323274"
"2937","27323280","27323277"
"2938","27323282","27323288"
"2939","27323284","442320"
"2940","27323288","27286738"
"2941","27323303","27323304"
"2942","27323334","2723024797"
"2943","27323392","303290680"
"2944","27323394","27323397"
"2945","27323394","27323392"
"2946","27323397","1366399454"
"2947","27323471","27323480"
"2948","27323473","27323471"
"2949","27323474","27323473"
"2950","27323475","27323474"
"2951","27323478","272695623"
"2952","27323479","27323478"
"2953","27323481","27323475"
"2954","27323481","27323482"
"2955","27323482","3036590950"
"2956","27323482","27323488"
"2957","27323484","241086941"
"2958","27323486","7995897681"
"2959","27323488","219320526"
"2960","27323501","241081749"
"2961","27323501","2208333169"
"2962","27323502","241086941"
"2963","27323506","27323502"
"2964","27323507","27323506"
"2965","27323508","27323507"
"2966","27323508","3835398795"
"2967","27323510","27323794"
"2968","27323510","27323486"
"2969","27323525","27323526"
"2970","27323526","27323521"
"2971","27323528","241082232"
"2972","27323532","30378225"
"2973","27323533","27323532"
"2974","27323534","27323528"
"2975","27323535","27323689"
"2976","27323537","27323564"
"2977","27323557","4254651918"
"2978","27323564","27323565"
"2979","27323564","303551612"
"2980","27323565","7888149850"
"2981","27323568","27323609"
"2982","27323568","27323569"
"2983","27323569","27323534"
"2984","27323593","3835398803"
"2985","27323593","1759328491"
